text,text_preprocessed,label
"ga tahan lama ternyata kalo dipake makan, masih jauh tahan lama merk sebelah",tahan dipake makan tahan merk belah,negative
sy apes diorderan yang entah keberapa ini. ternyata penjual tidak ramah terhadap pelanggan,sy apes order berapa jual ramah langgan,negative
barang ga pernah sampe.. katanya dikirim nyusul tapi ditanya no resi ga dikasih2..,barang sampe kirim nyusul no resi dikasih2,negative
"Respon cepat, bungkus rapi, rasa enak...terima kasih",respon cepat bungkus rapi enakterima kasih,positive
"barang sesuai kualitasnya, pelayanan toko bagus dan responsif",barang sesuai kualitas layan toko bagus responsif,positive
Bahan berkualitas. Ukuran sesuai. Modelnya keren. Warnanya sesuai. Potongannya rapi.,bahan kualitas ukur sesuai model keren warna sesuai potong rapi,positive
sempurnaaaaaaaaaaaaaaaaaaaaaaaaaaa,sempurnaaaaaaaaaaaaaaaaaaaaaaaaaaa,positive
Parah ini toko ga ada tanggung jawab nya,parah toko tanggung,negative
Kecewa wanginya biasa aja. Wanginya ga tahan 1 jam boro2 bisa 12 jam sprti iklannya. Masih bagus bibit parfum pinggir jalan deh.,kecewa wangi wangi tahan jam boro2 12 jam sprti iklan bagus bibit parfum pinggir jalan deh,negative
"Saya sudah tulis motif iron cement, tapi ternyata ga ke save. Penjual ga tanya motif dulu, malah langsung kirim motif acak. ??",tulis motif iron cement save jual motif langsung kirim motif acak,negative
"Cepatt sampainya, barang asli, dan adminnya ramah",cepatt sampai barang asli adminnya ramah,positive
Ga akan bl lg dsni. Thx. Saya kecewa.,bl lg dsni thx kecewa,negative
"wekernya bagus, gampang settingnya ( baca petunjuk jangan males ) RGB lightingnya juga masuk di body warna hitamnya, barangnya irit space, dan yang paling penting angka di LED nya gampang kebaca ( waktu terang )",weker bagus gampang settingnya baca tunjuk males rgb lightingnya masuk body warna hitam barang irit space angka led gampang baca terang,positive
"beli 5 cutter , dikirim 3 cutter blade, harusnya 5 juga cutter blade",beli cutter kirim cutter blade cutter blade,negative
Tidak seperti yg diperkirakan sebelumnya. Lebih baik pakai aica aibon.,pakai aica aibon,negative
Ukurannya sesuai. Bahannya adem. Produk sesuai dengan foto. Warnanya cantik ??.,ukur sesuai bahan adem produk sesuai foto warna cantik,positive
"Keren, Sampai Langsung Pasang, jepitannya kelebihan satu, Lemari Gampang dirakit, Warna sesuai, Kualitas Ok, Kokoh. mantap mantap",keren langsung pasang jepit lebih lemari gampang rakit warna sesuai kualitas kokoh mantap mantap,positive
Produk bgs packing bgs pengiriman cpt,produk bgs packing bgs kirim cpt,positive
respon dan barang di proses dengan cepat thx kyou!! recommended banget.!!,respon barang proses cepat thx kyou recommended banget,positive
"Cocok buat bersihin layar HP yang cepat kotor karena kena keringat gara-gara main game atau dipakai telepon. Cairan pembersihnya bening dan setelah disemprotkan bentuknya jadi semacam embun gitu dan engga berbau. Bentuk alatnya compact dan sekilas mirip vape, tapi mungkin ukurannya agak awkward untuk disimpan di saku (kecil engga, besar juga engga). Pengirimannya juga cepat. Overall, puas belanja barang ini di sini.",cocok bersihin layar hp cepat kotor kena keringat garagara main game pakai telepon cair bersih bening semprot bentuk embun gitu engga bau bentuk alat compact kilas vape ukur awkward simpan saku engga engga kirim cepat overall puas belanja barang,positive
Dendeng yg sy terima ada beberapa yang muncul jamur putih di dipermukaan dagingnya. Untuk rasa banyak sekali ketumbarnya sehingga waktu dimakan rasanya kasar sekali. Seller mohon diperhatikan kualitas produk sebelum dijual. Terima Kasih.,dendeng sy terima muncul jamur putih muka daging ketumbar makan kasar seller mohon perhati kualitas produk jual terima kasih,negative
Sellernya sombong dan gak sopan!,sellernya sombong sopan,negative
hanya dikirim tutupnya saja,kirim tutup,negative
Kecewa aja sih sama kebijakan tokonya huhu,kecewa bijak toko huhu,negative
"Jualan kok ngotottt, nggak laku toko nya bang?",jual ngotottt laku toko bang,negative
pengiriman cepat sampai dan baik,kirim cepat,positive
barangnya gajelas masa beli 6 dikirim dua,barang gajelas beli kirim,negative
"barang sampe bungkusnya udh sobek, untungnya bukunya masih aman walau ujungnya sedikit rusak",barang sampe bungkus udh sobek untung buku aman ujung rusak,positive
"pengiriman sih cepat, cuma tag gun nya langsung rusak ga bisa dipake gan, saran, mnding di test dulu sebelum dikirim produknya supaya lain kali ngga kejadian kayak gini lagi.",kirim cepat tag gun langsung rusak dipake gan saran mnding test kirim produk kali ngga jadi kayak gin,negative
"BELI 11, DIKIRIM CUMA 6, KOMPLAIN NO RESPON, GAK SOLUTIF, RUGI BELI DISINI, KAPOK ??????",beli 11 kirim komplain no respon solutif rugi beli kapok,negative
bagus pengiriman rapi cuma ga sameday ya kayanya kemarin saya minta same day... tapi suka sama sellernya sesuai ekspetasi,bagus kirim rapi sameday kaya kemarin same day suka sellernya sesuai ekspetasi,positive
pengiriman super duper lamaaaa!!! not recommended.,kirim super duper lamaaaa not recommended,negative
Sekali pakai,pakai,negative
Box tidak disegel dan masker di dlmnya tidak dibungkus plastik jadi ragu apakah maskernya higienis dan steril.,box segel masker dlmnya bungkus plastik ragu masker higienis steril,negative
"baunya gak enak, ini siapa yang rancang? suruh belajar coba parfum2 yg enak",bau enak rancang suruh ajar coba parfum2 enak,negative
"Pengiriman lambat sekali, sangat mengecewakan. Ada pilihan pengiriman next day yg berarti pesanan akan sampai h+1 setelah pembayaran dilakukan. Tapi baru sampai 4 hari, itupun karena berkali kali dikomplain melalui whatsapp dan kolom chat di tokopedia.",kirim lambat kecewa pilih kirim next day pesan h1 bayar itu kali kali komplain whatsapp kolom chat tokopedia,negative
"Barang kurang bagus, bocor dibagian saluran keluar saat di operasikan . ??",barang bagus bocor bagi salur operasi,negative
"Selalu puas dgn pelayanan seller, pengirimannya cpt dan harga kompetitif...serta mumpung lg ada update next gen",puas layan seller kirim cpt harga kompetitifserta mumpung lg update next gen,positive
"kabel jack nya sangat tidak bagus. saya colok ke mic nya tidak terbaca, saya coba colok ke speaker harus di teken biar nyala suara. untuk mic nya bagus tapi saya harus pake jack yang lain.",kabel jack bagus colok mic baca coba colok speaker teken biar nyala suara mic bagus pake jack,negative
Pertama x custom dan hasil ny sesuai request,custom hasil ny sesuai request,positive
banyak yang tergores seperti bekas.habis itu bagian bawah kayunya patah!!!,gores bekashabis kayu patah,negative
"Positive product, sesuai deskripsi",positive product sesuai deskripsi,positive
barangnya cepat sampai terimakasih,barang cepat terimakasih,positive
"respon cepat, pengiriman cepat, produk bagus. thanks!",respon cepat kirim cepat produk bagus thanks,positive
"Alhamdulillah barang sudah sampai, bisa dipakai semoga berfungsi dengan baik dan awet, kurirnya baik smoga rezekinya lancar terus",alhamdulillah barang pakai moga fungsi awet kurir smoga rezeki lancar,positive
"UDAH DI CHAT ,DITULIS DI DESKRIPSI, UDAH DIKONFIRMASI ULANG MASIH AJA DIKIRIM WARNA PUTIH JELAS JELAS ORDER FULL BLACK, DAN PENGIRIMAN LAMA BANGET. *TIDAK AMANAH*",udah chat tulis deskripsi udah konfirmasi ulang kirim warna putih order full black kirim banget amanah,negative
Barang yang dikirim tidak sesuai dengan barang yang diterima,barang kirim sesuai barang terima,negative
Barang diterima dengan baik. Tapi sayang baterenya uda soak,barang terima sayang baterenya uda soak,negative
Pengirimannya cepat...Amanah...???????,kirim cepatamanah,positive
Packaging aman ??. Packaging rapi. Proses pesanan cepat. Barangnya original ??.,packaging aman packaging rapi proses pesan cepat barang original,positive
Enak bgt & cepet sampe,enak bgt cepet sampe,positive
Buku ini belum saya terima ....!,buku terima,negative
"Paket cepat sampai dan terbungkus rapih dengan bubble. Terima Kasih Toped, Kurir dan SellerKualitas Product Bagus. Material bagus. Harga terjangkau!. Recomended.",paket cepat bungkus rapih bubble terima kasih toped kurir sellerkualitas product bagus material bagus harga jangkau recomended,positive
Pengemasan cepet banget dan sangat baik. Pengiriman jgn diragukan cepet bgt. Pake instant bener bener instan. Jam 9.46 pesen. 10.38 sampe. Mantul. Produk kualitas bagus,emas cepet banget kirim jgn ragu cepet bgt pake instant bener bener instan jam 946 sen 1038 sampe mantul produk kualitas bagus,positive
"Joystick berfungsi dengan baik, plug and play. Build quality kokoh, terdeteksi dengan baik di Steam.",joystick fungsi plug and play build quality kokoh deteksi steam,positive
Kualitas Product Bagus. Material bagus. Recomended. Harga terjangkau!.,kualitas product bagus material bagus recomended harga jangkau,positive
"Barang yg dikirim ga ada remote nya, ga lg belanja disini, toko kurang teliti�",barang kirim remote lg belanja toko teliti,negative
Sy terima package makanannya sudah rusak dan terbuka .. apa bekas ini ? Sangat kecewa,sy terima package makan rusak buka bekas kecewa,negative
anti lengketnya ok hanya saja woknya sangat ringan kl masak yg sedikit pancinya bergeser2 hrs dipegang terus dan yg plg buat kecewa lapisan bawah wok langsung terkelupas pdhl wokny hanya bergeser sedikit krn sy sll masak sll sambil megang woknya. smg anti lengketnya jg awet.,anti lengket woknya ringan kl masak panci bergeser2 hrs pegang plg kecewa lapis wok langsung kelupas pdhl wokny geser krn sy sll masak sll megang woknya smg anti lengket jg awet,negative
Cukup baik hanya ukurannya tidak tercantumkan,ukur cantum,positive
"Mengecewakan sih, seller kurang friendly",kecewa seller friendly,negative
"barang pesan 2 yang dateng 1 bayar harga 2 yg dateng 1 makasih ... ga ush dibuktikan ,cek aja pengeluaran barang nya -baru cek pembeli jgn pembeli yang ditanya2 unboxing ga terlalu penting abis2in quota",barang pesan dateng bayar harga dateng makasih ush bukti cek keluar barang cek beli jgn beli ditanya2 unboxing abis2in quota,negative
"kualitas barang sesuai harga, bahan lumayan halus, tapi sablon agak kasar sepertinya jangan di cuci dengan mesin cuci, pengiriman cepat",kualitas barang sesuai harga bahan lumayan halus sablon kasar cuci mesin cuci kirim cepat,positive
"Produk top markotop bangeet deh, selalu ada promo, ikan sehat dan cantik cantik dan delivery cepat sekali dan seller recommended banget",produk top markotop bangeet deh promo ikan sehat cantik cantik delivery cepat seller recommended banget,positive
"pesan warna putih. karena yg putih kosong, dialihkan ke hitam. Ee yg datang merah maron. pusiiing.... kayaknya ngak siap melayani",pesan warna putih putih kosong alih hitam ee merah maron pusiiing kayak ngak layan,negative
Barang mantap,barang mantap,positive
barang kurang 2 pcs yg dtg Dan kualitasnya jelek sekali Dari bahannya potongan yg g rapi Dan ketelabalan yg g sesuai 4-5 mm Di deskripsinya ternyata g sampai setebal itu,barang pcs dtg kualitas jelek bahan potong rapi tabal sesuai 45 mm deskripsi setebal,negative
"langganan bulanan, recommended????? i",langgan bulan recommended,positive
pengirimannya koq lama bgt ya..order kamis..br dikirim senin.itupun setelah dichat tny kapan dikirim..alhasil gagal memberi kejutan.tolong perbaiki kinerjanya ya..,kirim koq bgt yaorder kamisbr kirim seninitupun dichat tny dikirimalhasil gagal kejutantolong baik kerja,negative
"pengiriman cepat, pengemasan aman, mudah dipasang dan digunakan, bonus backgroundnya juga banyak. hasil fotonya cukup memuaskan bagi saya. hanya saja, saya tidak begitu yakin dengan ketahanan bahannya apabila dilakukan copot pasang berulang kali. tapi secara keseluruhan bagus dan memuaskan",kirim cepat emas aman mudah pasang bonus backgroundnya hasil foto muas tahan bahan copot pasang ulang kali bagus muas,positive
Beli 3 kg minta dimix pisang yg msh hijau & kuning eh dikirim kuning semua... Hadeeehh,beli kg dimix pisang msh hijau kuning eh kirim kuning hadeeehh,negative
pengiriman sangat lama,kirim,negative
Harga terjangkau di bandingkan jrpass di tempat lain. Penukaran nya juga tanpa masalah. Next time pasti order kesini lagi.,harga jangkau banding jrpass tukar next time order kesini,positive
Solusi untuk yang pingin punya smart tv tanpa harus beli smart tv. Barang berfungsi seperti seharusnya.,solusi pingin smart tv beli smart tv barang fungsi,positive
Barangnya tidak seperti barang baru dan tanpa kemasan pabrik.,barang barang kemas pabrik,negative
"Kainnya gk tipis, standar tebal batik biasa, adem , lembut, variant yg dikirim penjual , sesuai.",kain gk tipis standar tebal batik adem lembut variant kirim jual sesuai,positive
"barang sesuai, pengiriman cepat, recommended",barang sesuai kirim cepat recommended,positive
Bahan jelek mudah patah ..baru dua x pakai saja sudah patah jarumnya dan pegangannya keras sekali sungguh sangat merepotkaan dan membuta kerja lebih lambat ..lebih baik beli yang agak mahal tapi lebih berkualitas,bahan jelek mudah patah pakai patah jarum pegang keras sungguh merepotkaan buta kerja lambat beli mahal kualitas,negative
Barang rusak sebagian.,barang rusak,negative
"Cepat meresap. packaging baik tidak bocor, pengiriman jg cepat, beli karena ntn live di tokped, thanks seller",cepat resap packaging bocor kirim jg cepat beli ntn live tokped thanks seller,positive
"Barang mantap anak saya suka,dah gitu pengiriman cepat banget hari ini pesan besok dah sampe",barang mantap anak sukadah gitu kirim cepat banget pesan besok dah sampe,positive
barangnya gx sesuai sama yg d gambar,barang gx sesuai gambar,negative
Bahannya kurang kuat sehingga pada saat mau pasang ke quick mount malah patah mekanisme penguncinya,bahan kuat pasang quick mount patah mekanisme kunci,negative
"Cukup sy yg di rugikan , krn brg yg dtg sy tdk vidio in , orderan sy ada 3 Yg dtg cuma 2, tp gift dpt 3 Brg uda mahal , di komplen pun gak bs",sy rugi krn brg dtg sy tdk vidio in order sy dtg tp gift dpt brg uda mahal komplen bs,negative
Rugi sudah bayar instant delivery yg mahal tapi ternyata order tidak dicek dan tidak lengkap. Pesanan yg seharusnya praktis dan cepat tuntas menjadi bertele-tele krn harus kirim ulang. Sangat kecewa. Sia-sia belanja mahal disini.,rugi bayar instant delivery mahal order cek lengkap pesan praktis cepat tuntas berteletele krn kirim ulang kecewa siasia belanja mahal,negative
"pengiriman lamaaaaaaaaaaaaa, ditanya dulu baru sadar",kirim lamaaaaaaaaaaaaa sadar,negative
Barang emang harga aslinya sekitar 55 an tapi seller sok sok an bikin diskon yg dari 99rb di diskon 59rb.Olshop emang keras,barang emang harga asli 55 an seller sok sok an bikin diskon 99rb diskon 59rbolshop emang keras,negative
Bagus mantab jernih,bagus mantab jernih,positive
"Barangnya bagus bangett, dengan harga yang affordable dengan kualitas yang lumayan gokil sihh",barang bagus bangett harga affordable kualitas lumayan gokil sihh,positive
uucchh gemezzz syukaaa,uucchh gemezzz syukaaa,positive
"4 dari 10 kaca plastik yang saya pesan rusak. Itu berarti 40% barang yang saya terima adalah barang cacat. Toko ini tidak bisa dipercaya, dan hanya menawarkan ganti rugi sebesar 2 ribu per item barang rusak, atau sekitar 30% dari harga beli saja. Itupun melalui proses yang berbelit belit. Jadilah toko yang bisa dipercaya",10 kaca plastik pesan rusak 40 barang terima barang cacat toko percaya tawar ganti rugi ribu item barang rusak 30 harga beli itu proses belit belit toko percaya,negative
