content,label
"Barangnya berfungsi dengan baik, semoga baterainya awet ya",Positive
"Pengiriman cepet banget, bahan dan kualitas bagus banget ??",Positive
"Warnanya lucu ??. Lembut di kulit. Gampang dipakai. sepertinya bakal langganan disini, bner2 puas dg pelayanan dan semuanya, barang ORI, bagus' sucses terus yaa ????",Positive
mantap. pengiriman nya cepat banget. barang oke semua dan berfungsi. kondisi mulus ??% mantap. cahaya nya juga terang banget. top markotop,Positive
"barang lama sampai, tidak sesuai dengan timeline",Negative
"barang dateng tidak sesuai dengan pesanan, beda warna",Negative
"Bagus, sesuai gambar..mantapp",Positive
"mungkin karena filternya terlalu canggih, jadi air yang keluar jadi kecil banget.",Negative
Terima kasih barang yg d terima bagus berfungsi semua packingnya juga oke jd barang aman sampai d rmh tanpa ada kerusakan,Positive
pelayanan memuaskan dan barang sesuai ??,Positive
Kualitas bahan bagus. kelengkapan sesuai. Packing Bagus. seller sangat fast respon. recomended.,Positive
"maaf bukan ingin menjelekan, tp uang melayang barang tak sampai",Negative
Dua hari udah sampe. Gampang banget di rakit. Besinya lumayan kokoh dan sellernya sangat ramah. Terima kasih,Positive
"MAC HANCUR, PADAHAL SUDAH ADD BUBBEL. KRN KARDUS CUMAN NEMPEL DOANK DI MAC, JD KETINDIH2 PECAH",Negative
plastik pecah jd lembek sebagian,Negative
bahannya jelek ....pokoknya kecewaaaa aja,Negative
"bagus, mudah mudahan awet",Positive
bagus pengiriman rapi cuma ga sameday ya kayanya kemarin saya minta same day... tapi suka sama sellernya sesuai ekspetasi,Positive
"Mohon maaf, produknya tidak bisa dipakai. Sudah install sesuai dengan petunjuk, tp ga bisa juga. Insya Allah Ikhlas",Negative
penjual gk respon bgt parah,Negative
Beli packing Dus sama bubble tp Dus ndak dikirim... Mohon diperhatikan kembali,Negative
"Case kardusnya dah lama dan robek, di box nya ada bekas karat dan strip Led cuma 1 ternyata.... ????",Negative
"Produk yg dikirim tdk on alias mati, produk rusak yg dikirim, sbg konsumen sy dirugikan",Negative
"Td nya sy request utk cancel mo ganti p�byran nya pake gopay dr ovo td nya krn ada cash back, tp nggak dicancel sm toko tetap diproses aja. Sgt m�ngecewakan.",Negative
keren. barang kirimannya seger2.,Positive
"barang bagus, berfungsi dengan baik, seler ramah, pengiriman cepat",Positive
Puas banget!!! Sellernya fast respon banget. Alhamdulillah butuh lilin hari ini juga dikirim hari yg sama. Nanti anak ku ultah beli perlengkapannga disini InsyaAllah,Positive
saya tidak menerima barang,Negative
anti lengketnya ok hanya saja woknya sangat ringan kl masak yg sedikit pancinya bergeser2 hrs dipegang terus dan yg plg buat kecewa lapisan bawah wok langsung terkelupas pdhl wokny hanya bergeser sedikit krn sy sll masak sll sambil megang woknya. smg anti lengketnya jg awet.,Negative
gada 2 jam uda redup padahal cas nya seharian sebelum pemakaian pertama,Negative
ga sesuai warna pesanan,Negative
produk mantapp????,Positive
"Baru dicoba untuk alas duduk beberapa jam, so far lumayan nyaman tapi masih belum terbiasa. Selain empuk, juga bikin posisi duduk jadi tambah tinggi.",Positive
"pelayanan mantap...langsung kirim dan sampainya cepet banget,packingnya juga ok banget??????",Positive
Bagus alatnya dan bagus service nya cepat nyampe barangnya,Positive
"masker bagus,sesuai harga`",Positive
"Barang Original, sudah di cek keasliannya. Sudah di coba dan berfungsi dengan baik. Pengiriman menggunakan Pos Indonesia. Gilaaaa cepet nya ampun dah, gak ada obat. Beli Sabtu sampe Purwokerto hari Minggu. Gilaaaaa... 1 hari cooooy... wow diluar ekspetasi. Semua fitur berfungsi baik. Produk sesuai deskripsi. suaranya bagus dan jernih.",Positive
"Mantap, pas sih walau agak goyang2 ga lengket ke galon, tpi speed air keluar cukup, mulutnya mungkin yah agak kurang panjang dikit",Positive
"udah berkali beli disini, adminny bener sopan & sangat responsive, sempet salah ukuran langsung bisa retur buat ganti ukuranny, proses mudah & cepatt! emg the best atalon!",Positive
okeeee..... siiipps..... kereeennn abis utk tempatbhotwhealsnya gan,Positive
"mantaaaappp,sudah tersumet dengan sempurna",Positive
Terbukti menumbuhkan rambut�beli yg ke-2 kalinya ini.,Positive
"pesanan tdk sesuai minta biru diksh pink buat anak laki laki,seller ngga bisa baca kayanya.mengecewakan sekali,brg juga ngga bagus bagus amat standar...",Negative
Saya pesan ukuran XL. Tapi yang datang kuruan M. Ngak bisa pakai. Returnya gmn?,Negative
"fix aku cinta sama ini produk bahannya solid, dan bekerja sesuai deskripsi. bakal beli lagi!!!",Positive
Selalu the best bgt deh... anabul ngga usah di train aja langsung tau ????,Positive
mantappppp. recommended keyboard ma mousenya ????????????,Positive
Barang tidak sesuai dengan warna. Saya mesan hitam di kasih warna brown. Pengiriman lama. Tp barang bagus,Negative
"Berfungsi dengan baik, kualitas print juga bagus dan lebih enak disimpen karna ada sleeves nya",Positive
"dipakai untuk mindahin tabung gas 12 kg sangat seret, susah maju karena rodanya tidak jalan, bobot tabung gas terlalu berat..not recommended utk tabung gas 12 kg..mungkin untuk yang lbh ringan bisa lancar rodanya berputar..",Negative
payah...gk di ikut sertakan pdhl sudah byr. ma'af saya kirim hanya 1 bintang,Negative
"baru dateng,baru di coba malah udah copot yg bagian kanan,udah coba di perbaiki trus coba di pake lagi masih copot juga",Negative
seller responsif sekalii...kaos kaki nyaman bgt dipake terima kasih,Positive
"Maaf ya, untuk produk yg ini saya kasih bintang 1 karena begitu semprotan pertama sprayer nya langsung tdk bs dipake.. Sudah coba diperbaiki ya ttp tdk bisa.. Seperti nya kahf perlu ganti supplier botol deh..",Negative
"Barang sebenarnya sudah sampai tadi sore, cuman baru ta unboxing dan mainkan malam ini. Sukaaa! Recommended ni toko ????????????",Positive
"Minta yg bentuk donat yang dateng ikan, alhasil kucing tidak doyan ,mubazir deh tidak terpakai..",Negative
KURIR JNE ******** ******,Negative
"mantap dettol. packaging super aman, pakai air bag. prosesnya cepat. wanginya enak",Positive
"Pengiriman oke, jahitannya oke, cuma pas dapet yang kancingnya rusak.",Negative
"udah berkali kali dibilangin kalo yg packing bukan seller tapi tim tokopedia (karena ini event bts photocard) tapi jujur kecewa aja sih pas dateng paketnya begitu. udah chat mas mas kurirnya dan bilang kalo emang dia cuma ngambil aja udah rusak kondisinya. itu bener bener kayak bukan kardus tapi cuma potongan kardus yg disatuin dan direkatkan. dan saya juga ga dapet pc jimin padahal bayar jam 3 tapi diverifikasi jam segitu. sedih, kecewa jujur.",Negative
"tiba2 selesai padahal gak ada barang yang datang sama sekali, penipu ya?",Negative
Selangnya longar untuk pianika yamaha original. Jadinya gak bisa dipake.,Negative
"Respon cepat, bungkus rapi, rasa enak...terima kasih",Positive
"barang bagus, seller ramah..",Positive
sedikit seret kalo dipadukan dengan produk original. pake sedikit kekuatan bisa masuk.. overall puas sekali dengan produk. bahan dan finishing bagus. haturnuhun,Positive
Barang tidak sesuai antara yang dijual dan yang di terima.,Negative
"Nyaman, ga licin, mantebbb",Positive
"Judul & deskripsi misleading, bikin org salah paham & udah keburu yg nyampe nggak sesuai pesanan. Ini blm pasti dpt right light ya, hati2 kl beli",Negative
Solatip nya kurang merekat tapi lampunya topp,Positive
Cacat gitu jidatnya..mana jelas bgt lagi..hadeeuuhh,Negative
"admin ditanya2 respon cpt dan ramah, barang cpt sampe,sampe dgn rapih.tata cara install lengkap dijelasin,sisanya dipandu.sangat sangat membantu dan baik adminnya,rekomended bgt. next pasti beli2 disini lg. puas bgt",Positive
"Sangat Kecewa,, beli 3 Pcs dan kemasan semuanya bolong sperti d gigit tikus",Negative
untuk jepit ke mejanya loss. ga bisa ngunci. sudah di coba dengan SEAL TAPE. tapi terlalu longgar sehingga tidak bisa nge lock. untuk boom arm nya bagus. sayang jadi bingung pakenya karna ga bisa ngelock,Negative
Kali ini saya kecewa dengan program promonya yang kurang jelas bagi saya sehingga saya terjebak. Solusi atas keluhan juga mengecewakan.,Negative
Kemasannya sangat bagus,Positive
"Barang dah sampai, sesuai pesanan,harga murah,namun pengiriman agak lambat,mungkin karena toko nya tutup selama beberapa hari. Gak masalah. Makasih gan",Positive
"Barang sampai, kabel yg dikasih rusak. Jadi harus pakai kabel lain biar lampu nyala. Mungkin next QC nya bs di tingkatkan",Negative
warna gak sesuai..bukan hijau muda,Negative
Material Produk Bagus. Produk Sesuai. Kualitas Produk Bagus. Produk Original.,Positive
Pengiriman pertama leak sampai isi habis dikirim barang pengganti masih leak parfum habis juga dua kali dapet botol kosong,Negative
Kacau beli lebih dari 1 lusin gak di kardusin.,Negative
Barang nya lama dikirimnya,Negative
"Berfungsi dengan baik. Dapat flashsale harga murah, awalnya buat coba2 tapi ternyata oke. Bakal jadi andalan utk rebus telor.",Positive
"dah ke2 x nya beli dsni selalu puas ??packing rapih, pengiriman cepat jg, respon penjual cepat,memang gak dapt free apapun gak pa pa yg penting harganya murah dari tempat lain????",Positive
"Kekecilan, ukuran tidak sesuai deskripsi",Negative
box nya rusak padahal pesenan orang & buat kado. Mengecewakan,Negative
"Terima kasih, barang sudah diterima. Cukup bagus bahan n designnya. Nyaman dipakai.",Positive
"jam tangan nya rusak, ga bisa dipakai sampai rumah. anak sy menangis dan kecewa",Negative
"Mantap, Mudah2 an Awet ya. barangnya sesuai gambar ????. packingnya aman ??. Produk sesuai deskripsi",Positive
packing pengiriman kurang aman hanya dilapisi plastik tipis sehingga dpt menyebabkan kerusakan pada produk. dan produk yg saya terima mengalami lekukan pada tutup dan menimbulkan bercak sehingga tidak bisa menutup rapat. sehingga untuk ke depan mohon dapat memberikan packing yg lbh aman. Agar penjual dan konsumen sama2 nyaman,Negative
"Barang sesuai deskripsi, cepat sampai",Positive
"TOKO TIDAK AMANAH. Diminta untuk dikirim kekurangannya yaitu karet, baut dll untuk penahan stick-nya namun kena GHOSTING. Tidak ada kabar dan itikad baik hingga saat ini. Terima kasih",Negative
Kualitas nya bagus ?? Warna2 nya sesuai dengan yg di etalase ?? Pengiriman cepat banget ???? Thank you??????,Positive
"Sepertinya kali ini berlaku prinsip harga sesuai kualitas. Waktu cek awal udah feeling ga enak krn ada 1 bantal kaki yg lepas. Lanjut kemudian tiang penyangga bagian tengah lepas. Lanjut penghubung tiang tidak bisa dicantolin. Saya coba, masih biaa di pake. Ada sedikit harapan, Tapi tidak lama kemudian mur untuk penopang hape lepas pada saat proses pasang hape. Jadi totally ga bisa di pake. Yahhh anggap aja hitung2 amal deh. Pengalaman aja. Untuk tokonya no comment sih, krn ga komunikasi lebih.",Negative
"ga bisa di pakai,,,",Negative
"sedikit kecewa pesanan pembayaran nya 2 tp di kirim 1 saja ,seharusnya owner hrs lebih teliti biarpun saya minta biru tetapi pembayaran. nya 2 Intem dikirm saja 2 hitamnya dan minta resi saya sdh terlanjur di buang resi kecil ya.",Negative
JELEK BARU DICOBA 2KALI UDAH RUSAK. . GIGINYA GA BISA DI PENCET LAGI,Negative
"nice product, thanks to seller, courier and Tokopedia... success",Positive
packing nya rapi. brg pesanan dlm keadaan baik,Positive
"Bahan tebal. Barang Sesuai Deskripsi, pengiriman cepat",Positive
"barang tidak lengkap.. next di cek bner2 dlu sblm kirim, gak cm asal kirim aja..jual kok gk mau rugi,mlh ngrugiin customer...suruh kirim kekurangan barangnya gak mau..ribet!! gmn mau dpt kepuasan n kepercayaan dari pelangg",Negative
"respon dan pengiriman cepat. barang sesuai pesanan, lengkap dan tidak ada yang patah atau pecah. hanya pengemasannya yang sangat tidak aman",Positive
Respon penjual buruk barang tidak sesuai pesanan,Negative
"barang jelek, belom d pake udah pada patah",Negative
Bahan sepatu jelek. Bahan kalep. Cpt rusak,Negative
Warnanya pekat. Penjualnya ramah banget. Desainnya lucu. Packaging aman ??. Packaging rapi. Respon penjualnya top. Proses pesanan cepat. Desainnya mewah. Aplikator mudah dipakai. Cocok di kulit kering. Cocok di kulit berminyak.,Positive
Responnya sangat lambat padahal udah request untuk kirim pagi tapi justru sampai siang blm juga dikirim. Lain kali tolong diperhatikan lagi.,Negative
baru d cobain langsung sobek tengahnya Hahaaa maklumlah harga menentukan kualitas juga,Negative
Dimsum mantaap�.Selalu setia menemani dengan kehangatan di saat Musim hujan�.Setiap gigitannya Mak nyoos�Uenaaak Tenan�.Tks,Positive
"bahan ny sih bagus, cm sayang pesen nya 2 datang ny 1. d chat ke seller ny jg d d baca, boro-boro ada penjelasan. seller g asiiiik g bs d ajak komunikasi",Negative
"puas, pengiriman cepat, barang datang tanpa cacat, pengemasan bagus trmksh",Positive
Sangat mengecewakan dan tidak profesional..niat membeli layar hp yg terkirim speaker i phone 6,Negative
"Pengiriman cepat, produk sangat good daya rekat bagus, seller sangat amanah, jangan ragu belanja disini ??",Positive
bukan orlee yang dikirim. payah,Negative
"Kecewa bgt, sudah packing nya kurang aman, expedisi juga asal-asalan. Produknya cacat, ada bekas baut nya udah dibuka padahal brg baru. Trus di body nya ada bekas lecet dan tombol power nya patah pula lagi????????",Negative
"Proses cepat, pengiriman cepat, packaging sangat aman, barang terjamin tdk ada bocor...",Positive
"Bukunya asli atau ga sih? Kok kualitas kertas jelek, ga berwarna, lalu ucapan terimakasihnya masa disecarik kertas kecil terpisah gitu, ga dijilid bersamaan. Delivery ok bgt, cepat sampai, respon penjual cepat. Hanya kecewa dengan kualitas barangnya saja dengan harga segitu kualitas jelek.",Negative
"selalu pilih daily masker onemed, tapi packing dan pengiriman harus lebih dipercepat lagi. top pokoknya. terimakasih",Positive
"bungkusan barang robek, ada bagian kertas yg sudah kuning menandakan barang sudah lama terbuka. sangat mengecewakan",Negative
Suaranya jernih. Nyaman dipakai lama. Bass-nya mantap.,Positive
"Pengiriman lambat, sampe sekarang dana saya belum dikembalikan, harusnya penjual info kalo barang tdk ada, atau uang dikembalikan. Samoe skr ga diaksi, parah",Negative
"kualitas barang sesuai harga, bahan lumayan halus, tapi sablon agak kasar sepertinya jangan di cuci dengan mesin cuci, pengiriman cepat",Positive
ukurannya terlalu pendek,Negative
Tidak sesuai. Udh belanjaa 300rb an nggak ada free gift yg diberikan. Tidak sesuai halaman utama,Negative
Barang bagus & sesuai deskripsi anakku senang banget!! Harga murah & pengiriman cepat,Positive
Saya tulis ukuran yg di butuhkan 4 macam... yg saya terima ini hanya 1 macam... ngga bisa kita pake semua...,Negative
Bahanya jelek harganya sdh mahal,Negative
proses konfirmasi lama.. chat gk di balas..,Negative
Rangka besi sangat tipis dan lemah. Tertulis bahwa berat maksimum yang dapat ditopang adalah 40kg. Tapi belum sampai 10kg saja sudah ambruk karena keberatan.,Negative
Pelayanan ny kurang ramah,Negative
"barang sesuai, packing aman, cepat sampai.",Positive
Harga terjangkau di bandingkan jrpass di tempat lain. Penukaran nya juga tanpa masalah. Next time pasti order kesini lagi.,Positive
"Order 2pcs, sempat khawatir krn pas sampai sudut packing bubble wrap agak robek, sptnya sempat terbanting, kotaknya jg penyok2, tp Alhamdulillah warna biru berfungsi dgn baik, walaupun tutup bagian bwhnya sempat agak lepas, warna hitam hidup mati, suara jg kurang nyaring, stlh di charge sempat sesekali hidup mati, Alhamdulillah suara agak gedean walaupun tdk senyaring warna biru, overall lumayan bagus sesuai harga, terimakasih",Positive
mengecewakan barangnya yang datang,Negative
"Barang sesuai gambar, packing rapi, pengiriman cepat",Positive
"GW PESEN APA DIKASIH WARNA APA, GILA NI YG JUAL",Negative
"sudah dtrima barusan, ada cacat goresan2 jadi ga mulus kesan spt bekas ketara (_ _) tapi y sudahlh. thanks.",Negative
tenyata gak bagus utk kucing jantan di saluran urine nya ... hati2,Negative
Ukuran sesuai. Bahannya tebal. Modelnya kekinian. Jahitannya rapi. Nyaman dipakai si kecil. Packaging-nya rapi.,Positive
exp 26 april 2022 saya beli total kurang lebih 48pcs buat di jual lagi ... klo tau exp dekat g akan ambil .?? sudah ini dpt zonk segitu banyak mo dipakai sendiri g bakal habis sampai exp,Negative
Gampang dipakai. Gampang dibawa-bawa. Packaging aman ??.,Positive
bagus suka udah 2 x pesen di sini ketagihan bahan Alus .,Positive
"pengiriman cepat, pengemasan aman, mudah dipasang dan digunakan, bonus backgroundnya juga banyak. hasil fotonya cukup memuaskan bagi saya. hanya saja, saya tidak begitu yakin dengan ketahanan bahannya apabila dilakukan copot pasang berulang kali. tapi secara keseluruhan bagus dan memuaskan",Positive
barang yg dikirim beda jauh. jepitan jemuran. hilang udh uang sy gak kembali,Negative
"barang tidak dikirim, dikasih resi kosong",Negative
